"X","aspectsRecog","aspectsSubst","aspectsAdvance","aspectsComp","aspectsControlAmount","aspectsControlHow","aspectsRelations","aspectsSecurity","aspectsRespons","aspectsTasks","aspectsChallenge","aspectsSkill","aspectsTravel","aspectsEval","aspectsBalance","lifeSatIdeal","lifeSatExcellent","lifeSatHappy","lifeSatThings","lifeSatChange","lifeSatRespect","lifeSatFamily","lifeSatFaith","lifeSatHelp","age","gradNY","big4Frst","gender","salary","edu_under_3_TEXT","children","totalYrsWorked","totalYrsWorkedBig","gradNonLawNY","gradLaw","big4Now","empStatus","big4Ever","yearGroup","jobSatScore","lifeSatScore","yearsWorkedGroups","salaryContrasts","partTimeDummy"
1808,"Satisfied","Satisfied","Highly satisfied","Satisfied","Somewhat dissatisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat agree","Somewhat agree","Agree","Agree","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat disagree",32,"Yes","Yes","Male","$150,000-$199,999",2004,0,10,10,"1","0",1,"Employed full time","Yes","1980+",0.462963176977317,-0.213390294560403,"Less than 15","$150,000-$199,999",0
1809,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Agree","Somewhat disagree",22,"No","Yes","Female","Less than $50,000",2014,0,0,0,"0","0",1,"Employed full time","Yes","1980+",0.158521821750473,0.876040934941612,"Less than 15","Less than $50,000",0
1810,"Somewhat satisfied","Highly satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Neither dissatisfied nor satisfied","Somewhat satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat agree","Strongly agree","Agree","Agree","Somewhat agree","Somewhat agree","Strongly agree","Agree","Somewhat disagree",61,"Yes","No","Male","$100,000-$119,999",1975,1,29,0,"1","0",0,"Employed full time","No",,-0.942293524256369,0.175352470426876,"More than 20","$100,000-$119,999",0
1811,"Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Somewhat agree","Somewhat disagree",61,"No","Yes","Male","$150,000-$199,999",1975,3,28,2,"0","0",0,"Employed full time","Yes",,1.05215674813813,0.679632573245441,"More than 20","$150,000-$199,999",0
1813,"Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat dissatisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Somewhat disagree","Neither disagree nor agree","Agree","Strongly agree","Neither disagree nor agree","Agree","Agree","Strongly agree","Agree",31,"Yes","Yes","Male","$90,000-$99,000",2005,0,5,5,"1","0",1,"Employed full time","Yes","1980+",0.119274190186895,-0.643550365003032,"Less than 15","$90,000-$99,000",0
1814,"Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree",29,"Yes","Yes","Male","$100,000-$119,999",2007,0,6,6,"1","0",1,"Employed full time","Yes","1980+",0.148716187349303,0.70232742190618,"Less than 15","$100,000-$119,999",0
1815,"Highly satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Agree","Agree","Agree","Somewhat agree","Disagree","Somewhat agree","Strongly agree","Strongly agree","Somewhat agree",33,"Yes","No","Male","Less than $50,000",2003,0,8,0,"1","0",0,"Employed full time","No","1980+",0.320989888442844,-0.0767917614112315,"Less than 15","Less than $50,000",0
1818,"Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Somewhat satisfied","Satisfied","Satisfied","Dissatisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Satisfied","Satisfied","Neither disagree nor agree","Somewhat agree","Agree","Agree","Agree","Agree","Strongly agree","Somewhat disagree","Disagree",25,"No","Yes","Female","$70,000-$79,000",2011,0,3,3,"0","0",1,"Employed full time","Yes","1980+",-0.960682403447577,-0.34917153745837,"Less than 15","$70,000-$79,000",0
1820,"Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree",51,"No","Yes","Male","$1,000,000-$2,999,999",1985,3,17,17,"0","0",1,"Employed full time","Yes","1980+",0.702173100840858,0.769692135893744,"15 to 20","$1,000,000-$2,999,999",0
1821,"Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat agree","Somewhat agree","Agree","Agree","Somewhat agree","Agree","Agree","Agree","Somewhat agree",49,"No","Yes","Male","$800,000-$999,999",1987,3,27,27,"0","0",1,"Employed full time","Yes","1980+",0.159674496361256,-0.178932064895194,"More than 20","$800,000-$999,999",0
1822,"Highly dissatisfied","Dissatisfied","Highly dissatisfied","Highly dissatisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Dissatisfied","Dissatisfied","Highly dissatisfied","Highly dissatisfied","Somewhat satisfied","Somewhat dissatisfied","Highly dissatisfied","Disagree","Disagree","Neither disagree nor agree","Neither disagree nor agree","Strongly disagree","Neither disagree nor agree","Strongly agree","Strongly agree","Neither disagree nor agree",48,"No","Yes","Male","$150,000-$199,999",1988,3,3,3,"0","0",0,"Employed full time","Yes","1980+",-3.85578823572284,-2.37797198338148,"Less than 15","$150,000-$199,999",0
1823,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Neither dissatisfied nor satisfied","Satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",57,"Yes","Yes","Male","$1,000,000-$2,999,999",1979,2,35,4,"0","1",0,"Employed full time","Yes",,1.05982023375886,1.19555654681309,"More than 20","$1,000,000-$2,999,999",0
1825,"Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Somewhat agree",44,"No","Yes","Male","$200,000-$299,999",1992,3,21,6,"0","0",0,"Employed full time","Yes","1980+",1.0462104482512,0.252364311136976,"More than 20","$200,000-$299,999",0
1826,"Satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Somewhat satisfied","Agree","Agree","Strongly agree","Agree","Somewhat agree","Agree","Strongly agree","Agree","Agree",55,"Yes","Yes","Male","$300,000-$499,999",1981,4,33,4,"1","0",0,"Employed full time","Yes","1980+",-0.240372801710186,0.514246375040377,"More than 20","$300,000-$499,999",0
1827,"Satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Agree","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat agree","Agree","Neither disagree nor agree","Somewhat disagree",42,"No","Yes","Male","$120,000-$149,999",1995,2,6,3,"0","0",0,"Employed full time","Yes","1980+",0.421131764229696,-0.0871161136051049,"Less than 15","$120,000-$149,999",0
1829,"Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Somewhat satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Agree","Agree","Agree","Somewhat agree","Somewhat agree","Strongly agree","Agree","Neither disagree nor agree","Somewhat disagree",33,"No","No","Male","$90,000-$99,000",2003,1,5,0,"0","0",0,"Employed full time","No","1980+",-0.0511019234156684,0.0794014688294703,"Less than 15","$90,000-$99,000",0
1832,"Satisfied","Somewhat satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Satisfied","Satisfied","Highly satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat agree","Agree","Agree","Somewhat agree","Agree","Agree","Agree","Somewhat agree","Somewhat disagree",26,"No","Yes","Male","$70,000-$79,000",2010,0,4,4,"0","0",1,"Employed full time","Yes","1980+",-0.226250457248593,-0.0978625105216738,"Less than 15","$70,000-$79,000",0
1833,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree",76,"Yes","No","Male","$100,000-$119,999",1960,4,51,0,"0","1",0,"Employed full time","No",,1.20100475561395,1.19555654681309,"More than 20","$100,000-$119,999",0
1835,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree",55,"Yes","Yes","Male","$500,000-$799,999",1981,3,2,2,"0","1",0,"Employed full time","Yes","1980+",1.20100475561395,1.18320023216186,"Less than 15","$500,000-$799,999",0
1836,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree","Agree","Strongly agree","Strongly agree","Somewhat agree",34,"Yes","Yes","Male","$150,000-$199,999",2002,2,3,2,"1","0",0,"Employed full time","Yes","1980+",0.88249080264636,0.928615203082454,"Less than 15","$150,000-$199,999",0
1837,"Satisfied","Satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Satisfied","Highly satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Agree","Somewhat agree","Agree","Somewhat agree","Somewhat disagree","Agree","Strongly agree","Strongly agree","Disagree",39,"Yes","Yes","Female","$200,000-$299,999",1997,3,17,2,"1","0",0,"Employed full time","Yes","1980+",0.485936312962895,-0.21365829152973,"15 to 20","$200,000-$299,999",0
1841,"Highly satisfied","Highly satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat dissatisfied","Highly satisfied","Agree","Strongly agree","Strongly agree","Strongly agree","Neither disagree nor agree","Agree","Strongly agree","Agree","Strongly agree",53,"No","Yes","Male","$500,000-$799,999",1984,2,28,3,"0","0",0,"Employed full time","Yes","1980+",0.305430986549643,0.80614908653181,"More than 20","$500,000-$799,999",0
1842,"Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Satisfied","Highly satisfied","Somewhat satisfied","Agree","Agree","Strongly agree","Agree","Somewhat disagree","Strongly agree","Strongly agree","Somewhat disagree","Disagree",29,"No","Yes","Male","$100,000-$119,999",2007,0,3,0,"0","0",0,"Employed full time","Yes","1980+",1.05323309074608,0.388834609468397,"Less than 15","$100,000-$119,999",0
1843,"Somewhat dissatisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Highly satisfied","Somewhat satisfied","Dissatisfied","Neither dissatisfied nor satisfied","Neither disagree nor agree","Agree","Agree","Somewhat agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Somewhat disagree",50,"No","Yes","Male","$500,000-$799,999",1986,0,28,16,"0","0",0,"Employed full time","Yes","1980+",-0.0961027857396167,-0.229054743196278,"More than 20","$500,000-$799,999",0
1844,"Dissatisfied","Satisfied","Highly dissatisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Dissatisfied","Satisfied","Somewhat dissatisfied","Agree","Agree","Agree","Somewhat disagree","Somewhat disagree","Somewhat agree","Strongly agree","Strongly agree","Neither disagree nor agree",53,"No","Yes","Male","$80,000-$89,000",1984,0,30,1,"0","0",0,"Employed full time","Yes","1980+",-1.71213281251465,-0.301329758915101,"More than 20","$80,000-$89,000",0
1845,"Somewhat dissatisfied","Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Dissatisfied","Dissatisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat dissatisfied","Somewhat dissatisfied","Somewhat dissatisfied","Highly satisfied","Neither dissatisfied nor satisfied","Dissatisfied","Somewhat disagree","Somewhat disagree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Strongly agree","Strongly agree","Disagree",41,"Yes","Yes","Female","$500,000-$799,999",1995,0,18,6,"1","0",0,"Employed full time","Yes","1980+",-2.23513912987226,-1.86176318293358,"15 to 20","$500,000-$799,999",0
1847,"Satisfied","Somewhat satisfied","Satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Somewhat satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Dissatisfied","Somewhat satisfied","Somewhat dissatisfied","Agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Somewhat agree",24,"Yes","No","Female","$50,000-$59,000",2012,0,1,0,"1","0",0,"Employed full time","No","1980+",-0.413966266064722,0.425781705920734,"Less than 15","$50,000-$59,000",0
1848,"Somewhat satisfied","Satisfied","Neither dissatisfied nor satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Neither dissatisfied nor satisfied","Highly satisfied","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Neither disagree nor agree",55,"Yes","No","Male","$150,000-$199,999",1981,2,19,0,"1","0",0,"Employed full time","No","1980+",-0.592799901458645,1.15848760285938,"15 to 20","$150,000-$199,999",0
1849,"Satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Satisfied","Highly satisfied","Highly satisfied","Satisfied","Satisfied","Satisfied","Satisfied","Somewhat satisfied","Satisfied","Satisfied","Somewhat agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree",30,"Yes","No","Female","$70,000-$79,000",2006,0,7,0,"1","0",0,"Employed full time","No","1980+",0.148705864944562,0.632258990403367,"Less than 15","$70,000-$79,000",0
1851,"Somewhat satisfied","Somewhat satisfied","Satisfied","Somewhat dissatisfied","Somewhat satisfied","Satisfied","Satisfied","Highly satisfied","Satisfied","Somewhat satisfied","Somewhat satisfied","Somewhat satisfied","Neither dissatisfied nor satisfied","Somewhat dissatisfied","Dissatisfied","Somewhat agree","Somewhat agree","Agree","Strongly agree","Somewhat agree","Agree","Agree","Somewhat agree","Somewhat disagree",23,"No","Yes","Female","$50,000-$59,000",2013,0,0,0,"0","0",1,"Employed full time","Yes","1980+",-0.855582974861705,-0.0832179181085031,"Less than 15","$50,000-$59,000",0
